"Structure ID","Total energy [au]"
98,-4.612027645442957
1,-4.559423104501906
96,-4.559409565612849
64,-4.559392703669331
3,-4.559383852839491
16,-4.55925029867662
6,-4.532088242681709
84,-4.5320865361468465
21,-4.532083386456126
7,-4.532045987916311
